entity	00001740
chimonanthus praecox	11722167
ceratophyllaceae	11722372
family ceratophyllaceae	11722372
ceratophyllum	11722550
genus ceratophyllum	11722550
cercidiphyllaceae	11722897
family cercidiphyllaceae	11722897
cercidiphyllum	11723035
genus cercidiphyllum	11723035
katsura tree	11723182
cercidiphyllum japonicum	11723182
lardizabalaceae	11723468
family lardizabalaceae	11723468
lardizabala family	11723468
lardizabala	11723674
genus lardizabala	11723674
lauraceae	11723855
family lauraceae	11723855
laurel family	11723855
laurus	11724404
genus laurus	11724404
true laurel	11724562
bay laurel	11724562
bay tree	11724562
laurus nobilis	11724562
cinnamomum	11724870
genus cinnamomum	11724870
camphor tree	11725089
cinnamomum camphora	11725089
ceylon cinnamon	11725260
ceylon cinnamon tree	11725260
cinnamomum zeylanicum	11725260
cinnamon bark	11725521;11726245
cassia	11725640;12512131;12512331
cassia-bark tree	11725640
cinnamomum cassia	11725640
cassia bark	11725856
chinese cinnamon	11725856
saigon cinnamon	11726042
cinnamomum loureirii	11726042
lindera	11726390
genus lindera	11726390
benzoin	11726589;14922092
genus benzoin	11726589
spice bush	11726794
american spicebush	11726794
benjamin bush	11726794
lindera benzoin	11726794
benzoin odoriferum	11726794
persea	11727098
genus persea	11727098
avocado tree	11727230
persea americana	11727230
laurel-tree	11727411
red bay	11727411
persea borbonia	11727411
genus sassafras	11727578
sassafras tree	11727698
sassafras albidum	11727698
sassafras oil	11727980
umbellularia	11728137
genus umbellularia	11728137
california laurel	11728296
california bay tree	11728296
oregon myrtle	11728296
pepperwood	11728296
spice tree	11728296;13131933
sassafras laurel	11728296
california olive	11728296
mountain laurel	11728296;12258158
umbellularia californica	11728296
magnoliaceae	11728650
family magnoliaceae	11728650
magnolia family	11728650
illicium	11728911
genus illicium	11728911
anise tree	11729127
purple anise	11729326
illicium floridanum	11729326
illicium anisatum	11729514
illicium verum	11729674
genus magnolia	11729919
magnolia	11730143;11730477
southern magnolia	11730605
evergreen magnolia	11730605
large-flowering magnolia	11730605
bull bay	11730605
magnolia grandiflora	11730605
umbrella tree	11730862;11821034
umbrella magnolia	11730862
elkwood	11730862
elk-wood	11730862
magnolia tripetala	11730862
earleaved umbrella tree	11731127
magnolia fraseri	11731127
cucumber tree	11731296
magnolia acuminata	11731296
large-leaved magnolia	11731456
large-leaved cucumber tree	11731456
great-leaved macrophylla	11731456
magnolia macrophylla	11731456
saucer magnolia	11731758
chinese magnolia	11731758
magnolia soulangiana	11731758
star magnolia	11732006
magnolia stellata	11732006
sweet bay	11732233
swamp bay	11732233
swamp laurel	11732233;12258372
magnolia virginiana	11732233
manglietia	11732440
genus manglietia	11732440
liriodendron	11732622
genus liriodendron	11732622
tulip tree	11732751
tulip poplar	11732751
yellow poplar	11732751;11733090
canary whitewood	11732751
liriodendron tulipifera	11732751
tulipwood	11733090;12209001
true tulipwood	11733090
whitewood	11733090
white poplar	11733090;12752769
menispermaceae	11733296
family menispermaceae	11733296
moonseed family	11733296
menispermum	11733503
genus menispermum	11733503
moonseed	11733633
common moonseed	11733839
canada moonseed	11733839
yellow parilla	11733839
menispermum canadense	11733839
cocculus	11734097
genus cocculus	11734097
carolina moonseed	11734232
cocculus carolinus	11734232
myristicaceae	11734429
family myristicaceae	11734429
nutmeg family	11734429
myristica	11734619
genus myristica	11734619
nutmeg tree	11734851
myristica fragrans	11734851
nymphaeaceae	11735087
family nymphaeaceae	11735087
water-lily family	11735087
water lily	11735322
nymphaea	11735676
genus nymphaea	11735676
fragrant water lily	11735899
pond lily	11735899
nymphaea odorata	11735899
european white lily	11736147
nymphaea alba	11736147
lotus	11736279;11737868;12565595
white lotus	11736279
egyptian water lily	11736279
white lily	11736279;12447483
nymphaea lotus	11736279
blue lotus	11736510;11736636
nymphaea caerulea	11736510
nymphaea stellata	11736636
nuphar	11736754
genus nuphar	11736754
spatterdock	11736891
cow lily	11736891
yellow pond lily	11736891
nuphar advena	11736891
southern spatterdock	11737167
nuphar sagittifolium	11737167
yellow water lily	11737346
nuphar lutea	11737346
nelumbonaceae	11737476
subfamily nelumbonaceae	11737476
nelumbo	11737708
genus nelumbo	11737708
indian lotus	11737868
sacred lotus	11737868
nelumbo nucifera	11737868
american lotus	11738046
yanquapin	11738046
nelumbo lutea	11738046
cabombaceae	11738289
subfamily cabombaceae	11738289
water-shield family	11738289
cabomba	11738565
genus cabomba	11738565
water-shield	11738765;11739150
fanwort	11738765
cabomba caroliniana	11738765
brasenia	11738990
genus brasenia	11738990
brasenia schreberi	11739150
water-target	11739150
paeoniaceae	11739380
family paeoniaceae	11739380
peony family	11739380
paeonia	11739589
genus paeonia	11739589
peony	11739755
paeony	11739755
ranunculaceae	11739937
family ranunculaceae	11739937
buttercup family	11739937
crowfoot family	11739937
ranunculus	11740557
genus ranunculus	11740557
buttercup	11740822
butterflower	11740822
butter-flower	11740822
crowfoot	11740822
goldcup	11740822
kingcup	11740822;11748568
meadow buttercup	11741112
tall buttercup	11741112
tall crowfoot	11741112
tall field buttercup	11741112
ranunculus acris	11741112
water crowfoot	11741360
water buttercup	11741360
ranunculus aquatilis	11741360
common buttercup	11741593
ranunculus bulbosus	11741593
lesser celandine	11741806
pilewort	11741806
ranunculus ficaria	11741806
lesser spearwort	11742111
ranunculus flammula	11742111
sagebrush buttercup	11742313
ranunculus glaberrimus	11742313
greater spearwort	11742505
ranunculus lingua	11742505
mountain lily	11742668;12447128
mount cook lily	11742668
ranunculus lyalii	11742668
western buttercup	11742811
ranunculus occidentalis	11742811
creeping buttercup	11742935
creeping crowfoot	11742935
ranunculus repens	11742935
cursed crowfoot	11743090
celery-leaved buttercup	11743090
ranunculus sceleratus	11743090
aconitum	11743238
genus aconitum	11743238
aconite	11743451
monkshood	11743696
helmetflower	11743696;12075147;12888586
helmet flower	11743696
aconitum napellus	11743696
wolfsbane	11743921
wolfbane	11743921
wolf's bane	11743921
aconitum lycoctonum	11743921
actaea	11744124
genus actaea	11744124
baneberry	11744239;11744455
cohosh	11744239
herb christopher	11744239
red baneberry	11744578
redberry	11744578;13163281
red-berry	11744578;13163281
snakeberry	11744578
actaea rubra	11744578
white baneberry	11744832
white cohosh	11744832
white bead	11744832
doll's eyes	11744832
actaea alba	11744832
genus adonis	11744998
pheasant's-eye	11745129
adonis annua	11745129
genus anemone	11745291
windflower	11745484
alpine anemone	11745780
mountain anemone	11745780
anemone tetonensis	11745780
canada anemone	11745949
anemone canadensis	11745949
thimbleweed	11746092
anemone cylindrica	11746092
wood anemone	11746290;11746442
anemone nemorosa	11746290
snowdrop	11746442
anemone quinquefolia	11746442
longheaded thimbleweed	11746614
anemone riparia	11746614
snowdrop anemone	11746738
snowdrop windflower	11746738
anemone sylvestris	11746738
virginia thimbleweed	11746902
anemone virginiana	11746902
anemonella	11747038
genus anemonella	11747038
rue anemone	11747176
anemonella thalictroides	11747176
genus aquilegia	11747394
columbine	11747560
aquilegia	11747560
aquilege	11747560
meeting house	11747827
honeysuckle	11747827;12236341;12694881
aquilegia canadensis	11747827
blue columbine	11748009
aquilegia caerulea	11748009
aquilegia scopulorum calcarea	11748009
granny's bonnets	11748207
aquilegia vulgaris	11748207
caltha	11748445
genus caltha	11748445
marsh marigold	11748568
meadow bright	11748568
may blob	11748568
cowslip	11748568;12111894
water dragon	11748568;13172752
caltha palustris	11748568
cimicifuga	11748819
genus cimicifuga	11748819
bugbane	11748999;12485154
american bugbane	11749238
summer cohosh	11749238
cimicifuga americana	11749238
black cohosh	11749414
black snakeroot	11749414;11822879
rattle-top	11749414
cimicifuga racemosa	11749414
fetid bugbane	11749611
foetid bugbane	11749611
cimicifuga foetida	11749611
genus clematis	11749784
clematis	11749947
pine hyacinth	11750329
clematis baldwinii	11750329
viorna baldwinii	11750329
blue jasmine	11750484
blue jessamine	11750484
curly clematis	11750484
marsh clematis	11750484
clematis crispa	11750484
pipestem clematis	11750674
clematis lasiantha	11750674
curly-heads	11750781
clematis ochreleuca	11750781
golden clematis	11750927
clematis tangutica	11750927
scarlet clematis	11751071
clematis texensis	11751071
leather flower	11751219;11751402
clematis versicolor	11751219
vase-fine	11751402
vase vine	11751402
clematis viorna	11751402
virgin's bower	11751626
old man's beard	11751626;11751880;12628888
clematis virginiana	11751626
traveler's joy	11751880
traveller's joy	11751880
clematis vitalba	11751880
purple clematis	11752128
purple virgin's bower	11752128
mountain clematis	11752128
clematis verticillaris	11752128
coptis	11752330
genus coptis	11752330
goldthread	11752521
golden thread	11752521
coptis groenlandica	11752521
coptis trifolia groenlandica	11752521
consolida	11752778
genus consolida	11752778
rocket larkspur	11753036
consolida ambigua	11753036
delphinium ajacis	11753036
genus delphinium	11753326
delphinium	11753523
larkspur	11753781
eranthis	11753893
genus eranthis	11753893
winter aconite	11754017
eranthis hyemalis	11754017
helleborus	11754238
genus helleborus	11754238
hellebore	11754373;12484981
stinking hellebore	11754562
bear's foot	11754562
setterwort	11754562
helleborus foetidus	11754562
christmas rose	11754769
winter rose	11754769
black hellebore	11754769;11754962
helleborus niger	11754769
lenten rose	11754962
helleborus orientalis	11754962
green hellebore	11755167
helleborus viridis	11755167
genus hepatica	11755341
liverleaf	11755522
hydrastis	11755794
genus hydrastis	11755794
goldenseal	11756039
golden seal	11756039
yellow root	11756039
turmeric root	11756039
hydrastis canadensis	11756039
isopyrum	11756291
genus isopyrum	11756291
false rue anemone	11756446
false rue	11756446
isopyrum biternatum	11756446
laccopetalum	11756685
genus laccopetalum	11756685
giant buttercup	11756831
laccopetalum giganteum	11756831
genus nigella	11757038
nigella	11757163
love-in-a-mist	11757320;11827994;12405356
nigella damascena	11757320
fennel flower	11757478
nigella hispanica	11757478
black caraway	11757594
nutmeg flower	11757594
roman coriander	11757594
nigella sativa	11757594
pulsatilla	11757785
genus pulsatilla	11757785
pasqueflower	11758003
pasque flower	11758003
american pasqueflower	11758221
eastern pasque flower	11758221
wild crocus	11758221
lion's beard	11758221
prairie anemone	11758221
blue tulip	11758221
american pulsatilla	11758221
pulsatilla patens	11758221
anemone ludoviciana	11758221
western pasqueflower	11758532
pulsatilla occidentalis	11758532
anemone occidentalis	11758532
european pasqueflower	11758672
pulsatilla vulgaris	11758672
anemone pulsatilla	11758672
thalictrum	11758847
genus thalictrum	11758847
meadow rue	11759016
trautvetteria	11759301
genus trautvetteria	11759301
false bugbane	11759466
trautvetteria carolinensis	11759466
trollius	11759668
genus trollius	11759668
globeflower	11759834
globe flower	11759834
winteraceae	11759999
family winteraceae	11759999
winter's bark family	11759999
drimys	11760278
genus drimys	11760278
winter's bark	11760447;13183713
winter's bark tree	11760447
drimys winteri	11760447
pseudowintera	11760677
genus pseudowintera	11760677
wintera	11760677
genus wintera	11760677
pepper shrub	11760883
pseudowintera colorata	11760883
wintera colorata	11760883
myricales	11761124
order myricales	11761124
myricaceae	11761293
family myricaceae	11761293
wax-myrtle family	11761293
myrica	11761479
genus myrica	11761479
sweet gale	11761644
scotch gale	11761644
myrica gale	11761644
wax myrtle	11761819
bay myrtle	11762044
puckerbush	11762044
myrica cerifera	11762044
bayberry	11762266;12351408
candleberry	11762266
swamp candleberry	11762266
waxberry	11762266;12698373
myrica pensylvanica	11762266
bayberry wax	11762472
bayberry tallow	11762472
comptonia	11762644
genus comptonia	11762644
sweet fern	11762779;13194780
comptonia peregrina	11762779
comptonia asplenifolia	11762779
leitneriaceae	11763000
family leitneriaceae	11763000
corkwood family	11763000
leitneria	11763214
genus leitneria	11763214
corkwood	11763347
corkwood tree	11763347
leitneria floridana	11763347
juncaceae	11763578
family juncaceae	11763578
rush family	11763578
juncus	11764039
genus juncus	11764039
bulrush	11764241;12176290
bullrush	11764241;12176290
common rush	11764241
soft rush	11764241
juncus effusus	11764241
jointed rush	11764480
juncus articulatus	11764480
toad rush	11764577
juncus bufonius	11764577
hard rush	11764720
juncus inflexus	11764720
salt rush	11764824
juncus leseurii	11764824
slender rush	11764940
juncus tenuis	11764940
plant family	11765052
plant genus	11765328
zebrawood	11766286;11766529
zebrawood tree	11766286
connaraceae	11766693
family connaraceae	11766693
zebrawood family	11766693
connarus	11766888
genus connarus	11766888
connarus guianensis	11767069
leguminosae	11767245
family leguminosae	11767245
fabaceae	11767245
family fabaceae	11767245
legume family	11767245
pea family	11767245
leguminous plant	11767937
arachis	11768799
genus arachis	11768799
peanut vine	11768970
arachis hypogaea	11768970
brya	11769405
genus brya	11769405
granadilla tree	11769581
granadillo	11769581
brya ebenus	11769581
cocuswood	11769742
cocoswood	11769742
granadilla wood	11769742;12544515
centrolobium	11769931
genus centrolobium	11769931
arariba	11770072
centrolobium robustum	11770072
coumarouna	11770211
genus coumarouna	11770211
dipteryx	11770211
genus dipteryx	11770211
tonka bean	11770389;11770642
tonka bean tree	11770389
coumarouna odorata	11770389
dipteryx odorata	11770389
coumara nut	11770642
hymenaea	11770828
genus hymenaea	11770828
courbaril	11770977
hymenaea courbaril	11770977
courbaril copal	11771214
genus melilotus	11771324
melilotus	11771458
melilot	11771458
sweet clover	11771458
white sweet clover	11771682
white melilot	11771682
melilotus alba	11771682
yellow sweet clover	11771816
melilotus officinalis	11771816
swainsona	11772067
genus swainsona	11772067
darling pea	11772234
poison bush	11772234;12550410
smooth darling pea	11772443
swainsona galegifolia	11772443
hairy darling pea	11772637
swainsona greyana	11772637
swainsona grandiflora	11772637
trifolium	11772873
genus trifolium	11772873
clover	11773047
alpine clover	11773267
trifolium alpinum	11773267
hop clover	11773406;12569697
shamrock	11773406;11774169;12723950
lesser yellow trefoil	11773406
trifolium dubium	11773406
crimson clover	11773612
italian clover	11773612
trifolium incarnatum	11773612
red clover	11773824
purple clover	11773824
trifolium pratense	11773824
buffalo clover	11774031;12567720
trifolium reflexum	11774031
trifolium stoloniferum	11774031
white clover	11774169
dutch clover	11774169
trifolium repens	11774169
mimosaceae	11774405
family mimosaceae	11774405
mimosoideae	11774657
subfamily mimosoideae	11774657
genus mimosa	11775102
sensitive plant	11775579;11775788
mimosa sensitiva	11775579
touch-me-not	11775788;12186275;12705140
shame plant	11775788
live-and-die	11775788
humble plant	11775788
action plant	11775788
mimosa pudica	11775788
genus acacia	11776163
acacia	11776561
shittah	11776798
shittah tree	11776798
shittimwood	11776991;12793668;12793902
black wattle	11777339
acacia auriculiformis	11777339
gidgee	11777486
stinking wattle	11777486
acacia cambegei	11777486
catechu	11777659;11777902
jerusalem thorn	11777659;12518174;13164062;13164535
acacia catechu	11777659
black catechu	11777902
silver wattle	11778122
acacia dealbata	11778122
huisache	11778320
cassie	11778320
mimosa bush	11778320
sweet wattle	11778320
sweet acacia	11778320
scented wattle	11778320
flame tree	11778320;12216853;12217044;12515299;12759359
acacia farnesiana	11778320
lightwood	11778591
acacia melanoxylon	11778591
golden wattle	11778745
acacia pycnantha	11778745
fever tree	11778952;12358134;12690123;13132099
acacia xanthophloea	11778952
adenanthera	11779097
genus adenanthera	11779097
coralwood	11779268
coral-wood	11779268
red sandalwood	11779268;12586836;12587132
barbados pride	11779268
peacock flower fence	11779268
adenanthera pavonina	11779268
genus albizia	11779518
genus albizzia	11779518
albizzia	11779693
albizia	11779693
silk tree	11779873
albizia julibrissin	11779873
albizzia julibrissin	11779873
siris	11780078
siris tree	11780078
albizia lebbeck	11780078
albizzia lebbeck	11780078
rain tree	11780322
saman	11780322
monkeypod	11780322
monkey pod	11780322
zaman	11780322
zamang	11780322
albizia saman	11780322
anadenanthera	11780597
genus anadenanthera	11780597
anadenanthera colubrina	11780763
piptadenia macrocarpa	11780763
genus calliandra	11781029
calliandra	11781254
enterolobium	11781476
genus enterolobium	11781476
conacaste	11781671
elephant's ear	11781671;11802505
enterolobium cyclocarpa	11781671
genus inga	11781953
inga	11782119
ice-cream bean	11782305
inga edulis	11782305
guama	11782487
inga laurina	11782487
leucaena	11782706
genus leucaena	11782706
lead tree	11782902
white popinac	11782902
leucaena glauca	11782902
leucaena leucocephala	11782902
lysiloma	11783175
genus lysiloma	11783175
wild tamarind	11783396;11784947
lysiloma latisiliqua	11783396
lysiloma bahamensis	11783396
sabicu	11783611;11783809
lysiloma sabicu	11783611
sabicu wood	11783809
parkia	11783942
genus parkia	11783942
nitta tree	11784094
parkia javanica	11784343
piptadenia	11784541
genus piptadenia	11784541
pithecellobium	11784700
genus pithecellobium	11784700
pithecolobium	11784700
genus pithecolobium	11784700
manila tamarind	11784947
camachile	11784947
huamachil	11784947
pithecellobium dulce	11784947
cat's-claw	11785283
catclaw	11785283
black bead	11785283
pithecellobium unguis-cati	11785283
prosopis	11785568
genus prosopis	11785568
mesquite	11785746
mesquit	11785746
honey mesquite	11786037
western honey mesquite	11786037
prosopis glandulosa	11786037
algarroba	11786328;11786515;12513713;12513931
prosopis juliflora	11786328
prosopis juliiflora	11786328
algarrobilla	11786515
algarobilla	11786515
screw bean	11786658;11786901
screwbean	11786658
tornillo	11786658
screwbean mesquite	11786658
prosopis pubescens	11786658
apocynaceae	11787078
family apocynaceae	11787078
dogbane family	11787078
apocynum	11787665
genus apocynum	11787665
dogbane	11787823
common dogbane	11788099
spreading dogbane	11788099
rheumatism weed	11788099;11788346
apocynum androsaemifolium	11788099
indian hemp	11788346;12198646;12417936
apocynum cannabinum	11788346
rocky mountain dogbane	11788577
apocynum pumilum	11788577
acocanthera	11788711
genus acocanthera	11788711
acokanthera	11788711
genus acokanthera	11788711
poison arrow plant	11788974
acocanthera oblongifolia	11788974
acocanthera spectabilis	11788974
bushman's poison	11789285
ordeal tree	11789285
acocanthera oppositifolia	11789285
acocanthera venenata	11789285
adenium	11789471
genus adenium	11789471
impala lily	11789645
mock azalia	11789645
desert rose	11789645
kudu lily	11789645
adenium obesum	11789645
adenium multiflorum	11789645
genus allamanda	11789952
allamanda	11790090
common allamanda	11790272
golden trumpet	11790272
allamanda cathartica	11790272
alstonia	11790482
genus alstonia	11790482
dita	11790725
dita bark	11790725
devil tree	11790725
alstonia scholaris	11790725
amsonia	11790995
genus amsonia	11790995
blue star	11791222
amsonia tabernaemontana	11791222
beaumontia	11791438
genus beaumontia	11791438
nepal trumpet flower	11791616
easter lily vine	11791616
beaumontia grandiflora	11791616
genus carissa	11791852
carissa	11792008
hedge thorn	11792215
carissa bispinosa	11792215
amatungulu	11792393
carissa macrocarpa	11792393
carissa grandiflora	11792393
catharanthus	11792623
genus catharanthus	11792623
rose periwinkle	11792877
madagascar periwinkle	11792877
cape periwinkle	11792877
red periwinkle	11792877
cayenne jasmine	11792877
catharanthus roseus	11792877
vinca rosea	11792877
holarrhena	11793171
genus holarrhena	11793171
ivory tree	11793348
conessi	11793348
kurchi	11793348
kurchee	11793348
holarrhena pubescens	11793348
holarrhena antidysenterica	11793348
mandevilla	11793607
genus mandevilla	11793607
dipladenia	11793607
genus dipladenia	11793607
white dipladenia	11793877
mandevilla boliviensis	11793877
dipladenia boliviensis	11793877
chilean jasmine	11794097
mandevilla laxa	11794097
nerium	11794329
genus nerium	11794329
oleander	11794456
rose bay	11794456
nerium oleander	11794456
plumeria	11794748
genus plumeria	11794748
plumiera	11794748
frangipani	11794982
frangipanni	11794982
pagoda tree	11795264;11795441
temple tree	11795264
plumeria acutifolia	11795264
west indian jasmine	11795441
plumeria alba	11795441
genus rauwolfia	11795629
genus rauvolfia	11795629
rauwolfia	11795809;15027381
rauvolfia	11795809
snakewood	11796095
rauwolfia serpentina	11796095
genus strophanthus	11796249
strophanthus	11796428
strophanthus kombe	11796703
tabernaemontana	11796806
genus tabernaemontana	11796806
crape jasmine	11796980
crepe jasmine	11796980
crepe gardenia	11796980
pinwheel flower	11796980
east indian rosebay	11796980
nero's crown	11796980
coffee rose	11796980
tabernaemontana divaricate	11796980
thevetia	11797330
genus thevetia	11797330
yellow oleander	11797549
thevetia peruviana	11797549
thevetia neriifolia	11797549
trachelospermum	11797834
genus trachelospermum	11797834
star jasmine	11798021
confederate jasmine	11798021
trachelospermum jasminoides	11798021
vinca	11798248
genus vinca	11798248
myrtle	11798561;12350986
vinca minor	11798561
large periwinkle	11798726
vinca major	11798726
arales	11798860
order arales	11798860
araceae	11799003
family araceae	11799003
arum family	11799003
arum	11799769;11800487
aroid	11799769
genus arum	11800270
cuckoopint	11800617
lords-and-ladies	11800617
jack-in-the-pulpit	11800617;11804966
arum maculatum	11800617
black calla	11800893
arum palaestinum	11800893
acorus	11801058
genus acorus	11801058
acoraceae	11801216
subfamily acoraceae	11801216
sweet flag	11801399
sweet calamus	11801399
myrtle flag	11801399
flagroot	11801399
acorus calamus	11801399
calamus oil	11801770
aglaonema	11801899
genus aglaonema	11801899
chinese evergreen	11802127
japanese leaf	11802127
aglaonema modestum	11802127
genus alocasia	11802319
alocasia	11802505
elephant ear	11802505
giant taro	11802735
alocasia macrorrhiza	11802735
genus amorphophallus	11802991
amorphophallus	11803230
pungapung	11803347
telingo potato	11803347
elephant yam	11803347
amorphophallus paeonifolius	11803347
amorphophallus campanulatus	11803347
devil's tongue	11803631
snake palm	11803631
umbrella arum	11803631
amorphophallus rivieri	11803631
krubi	11803957
titan arum	11803957
amorphophallus titanum	11803957
genus anthurium	11804192
anthurium	11804389
tailflower	11804389
tail-flower	11804389
flamingo flower	11804595
flamingo plant	11804595
anthurium andraeanum	11804595
anthurium scherzerianum	11804595
arisaema	11804792
genus arisaema	11804792
indian turnip	11804966
wake-robin	11804966;12488748
arisaema triphyllum	11804966
arisaema atrorubens	11804966
green dragon	11805294;11808851
arisaema dracontium	11805294
arisarum	11805569
genus arisarum	11805569
friar's-cowl	11805745
arisarum vulgare	11805745
genus caladium	11805944
caladium	11806137
caladium bicolor	11806344
calla	11806486;11814248
genus calla	11806486
wild calla	11806600
water arum	11806600
calla palustris	11806600
colocasia	11806834
genus colocasia	11806834
taro plant	11807008
dalo	11807008
colocasia esculenta	11807008
eddo	11807312
genus cryptocoryne	11807452
cryptocoryne	11807659
water trumpet	11807659
dieffenbachia	11807860
genus dieffenbachia	11807860
dumb cane	11808094
mother-in-law plant	11808094
mother-in-law's tongue	11808094;12501963
dieffenbachia sequine	11808094
genus dracontium	11808361
dracontium	11808508
dragon arum	11808851
dracunculus vulgaris	11808851
epipremnum	11809005
genus epipremnum	11809005
golden pothos	11809196
pothos	11809196;11812498
ivy arum	11809196
epipremnum aureum	11809196
scindapsus aureus	11809196
lysichiton	11809395
genus lysichiton	11809395
lysichitum	11809395
genus lysichitum	11809395
skunk cabbage	11809535;11813211
lysichiton americanum	11809535
genus monstera	11809749
monstera deliciosa	11810058
genus nephthytis	11810265
nephthytis	11810431
nephthytis afzelii	11810558
orontium	11810708
genus orontium	11810708
golden club	11810859
orontium aquaticum	11810859
peltandra	11811093
genus peltandra	11811093
arrow arum	11811257
green arrow arum	11811405
tuckahoe	11811405
peltandra virginica	11811405
genus philodendron	11811624
philodendron	11811810
genus pistia	11811915
pistia	11812038
water lettuce	11812038
water cabbage	11812038
pistia stratiotes	11812038
pistia stratoites	11812038
scindapsus	11812288
genus scindapsus	11812288
genus pothos	11812288
genus spathiphyllum	11812624
spathiphyllum	11812810
peace lily	11812810
spathe flower	11812810
symplocarpus	11813067
genus symplocarpus	11813067
polecat weed	11813211
foetid pothos	11813211
symplocarpus foetidus	11813211
syngonium	11813501
genus syngonium	11813501
xanthosoma	11813721
genus xanthosoma	11813721
yautia	11813872
tannia	11813872
spoonflower	11813872
malanga	11813872
xanthosoma sagittifolium	11813872
xanthosoma atrovirens	11813872
zantedeschia	11814120
genus zantedeschia	11814120
calla lily	11814248
arum lily	11814248
zantedeschia aethiopica	11814248
pink calla	11814493
zantedeschia rehmanii	11814493
golden calla	11814608
lemnaceae	11814736
family lemnaceae	11814736
duckweed family	11814736
duckweed	11814988
lemna	11815260
genus lemna	11815260
common duckweed	11815518
lesser duckweed	11815518
lemna minor	11815518
star-duckweed	11815685
lemna trisulca	11815685
spirodela	11815835
genus spirodela	11815835
great duckweed	11816049
water flaxseed	11816049
spirodela polyrrhiza	11816049
wolffia	11816243
genus wolffia	11816243
watermeal	11816474
common wolffia	11816657
wolffia columbiana	11816657
wolffiella	11816787
genus wolffiella	11816787
mud midget	11817042
bogmat	11817042
wolffiella gladiata	11817042
araliaceae	11817213
family araliaceae	11817213
ivy family	11817213
genus aralia	11817485
aralia	11817790
american angelica tree	11817977
devil's walking stick	11817977
hercules'-club	11817977;12735955
aralia spinosa	11817977
wild sarsaparilla	11818191
false sarsaparilla	11818191
wild sarsparilla	11818191
aralia nudicaulis	11818191
american spikenard	11818450
petty morel	11818450
life-of-man	11818450
aralia racemosa	11818450
bristly sarsaparilla	11818739
bristly sarsparilla	11818739
dwarf elder	11818739;12699784
aralia hispida	11818739
japanese angelica tree	11818965
aralia elata	11818965
chinese angelica	11819157
chinese angelica tree	11819157
aralia stipulata	11819157
hedera	11819320
genus hedera	11819320
ivy	11819447
common ivy	11819447
english ivy	11819447
hedera helix	11819447
meryta	11819627
genus meryta	11819627
puka	11819800;12969920
meryta sinclairii	11819800
panax	11819989
genus panax	11819989
ginseng	11820201;11820705
nin-sin	11820201
panax ginseng	11820201
panax schinseng	11820201
panax pseudoginseng	11820201
american ginseng	11820489
sang	11820489
panax quinquefolius	11820489
schefflera	11820828
genus schefflera	11820828
schefflera actinophylla	11821034
brassaia actinophylla	11821034
aristolochiales	11821268
order aristolochiales	11821268
aristolochiaceae	11821507
family aristolochiaceae	11821507
birthwort family	11821507
aristolochia	11821716
genus aristolochia	11821716
birthwort	11821861
aristolochia clematitis	11821861
dutchman's-pipe	11822134
pipe vine	11822134
aristolochia macrophylla	11822134
aristolochia durior	11822134
virginia snakeroot	11822360
virginia serpentaria	11822360
virginia serpentary	11822360
aristolochia serpentaria	11822360
asarum	11822545
genus asarum	11822545
wild ginger	11822681
canada ginger	11822879
asarum canadense	11822879
heartleaf	11823055;11823269
heart-leaf	11823055;11823269
asarum virginicum	11823055
asarum shuttleworthii	11823269
asarabacca	11823464
asarum europaeum	11823464
rafflesiaceae	11823587
family rafflesiaceae	11823587
hydnoraceae	11823746
family hydnoraceae	11823746
caryophyllidae	11823944
subclass caryophyllidae	11823944
caryophyllales	11824551
order caryophyllales	11824551
chenopodiales	11824551
order-chenopodiales	11824551
centrospermae	11824902
group centrospermae	11824902
caryophyllaceae	11825073
family caryophyllaceae	11825073
carnation family	11825073
pink family	11825073
caryophyllaceous plant	11825724
agrostemma	11825849
genus agrostemma	11825849
corn cockle	11826013
corn campion	11826013
crown-of-the-field	11826013
agrostemma githago	11826013
sandwort	11826425;11833379;11833546
mountain sandwort	11826688
mountain starwort	11826688
mountain daisy	11826688
arenaria groenlandica	11826688
pine-barren sandwort	11826838
longroot	11826838
arenaria caroliniana	11826838
seabeach sandwort	11826990
arenaria peploides	11826990
rock sandwort	11827148
arenaria stricta	11827148
thyme-leaved sandwort	11827283
arenaria serpyllifolia	11827283
cerastium	11827444
genus cerastium	11827444
mouse-ear chickweed	11827577
mouse eared chickweed	11827577
mouse ear	11827577;12842875
clammy chickweed	11827577
chickweed	11827577;11838383
field chickweed	11827836
field mouse-ear	11827836
cerastium arvense	11827836
snow-in-summer	11827994;12940163
cerastium tomentosum	11827994
alpine mouse-ear	11828165
arctic mouse-ear	11828165
cerastium alpinum	11828165
dianthus	11828318
genus dianthus	11828318
garden pink	11828448
sweet william	11828768
dianthus barbatus	11828768
clove pink	11828937
gillyflower	11828937;11913106
dianthus caryophyllus	11828937
china pink	11829190
rainbow pink	11829190
dianthus chinensis	11829190
japanese pink	11829401
dianthus chinensis heddewigii	11829401
maiden pink	11829563
dianthus deltoides	11829563
cheddar pink	11829740
diangus gratianopolitanus	11829740
button pink	11829906
dianthus latifolius	11829906
cottage pink	11830063
grass pink	11830063;12069751
dianthus plumarius	11830063
fringed pink	11830223;12832261
dianthus supurbus	11830223
genus drypis	11830391
drypis	11830499
gypsophila	11830659
genus gypsophila	11830659
